code,term
E00z.,Senile or presenile psychoses NOS
E1...,Non-organic psychoses
E10..,Schizophrenic disorders
E100.,Simple schizophrenia
E1000,Unspecified schizophrenia
E1001,Subchronic schizophrenia
E1002,Chronic schizophrenic
E1003,Acute exacerbation of subchronic schizophrenia
E1004,Acute exacerbation of chronic schizophrenia
E101.,Hebephrenic schizophrenia
E1010,Unspecified hebephrenic schizophrenia
E1014,Acute exacerbation of chronic hebephrenic schizophrenia
E101z,Hebephrenic schizophrenia NOS
E102.,Catatonic schizophrenia
E1020,Unspecified catatonic schizophrenia
E1021,Subchronic catatonic schizophrenia
E1024,Acute exacerbation of chronic catatonic schizophrenia
E102z,Catatonic schizophrenia NOS
E103.,Paranoid schizophrenia
E1030,Unspecified paranoid schizophrenia
E1031,Subchronic paranoid schizophrenia
E1032,Chronic paranoid schizophrenia
E1033,Acute exacerbation of subchronic paranoid schizophrenia
E1034,Acute exacerbation of chronic paranoid schizophrenia
E103z,Paranoid schizophrenia NOS
E106.,Residual schizophrenia
E107.,Schizoaffective schizophrenia
E1070,Unspecified schizoaffective schizophrenia
E1071,Subchronic schizoaffective schizophrenia
E1072,Chronic schizoaffective schizophrenia
E1073,Acute exacerbation subchronic schizoaffective schizophrenia
E1074,Acute exacerbation of chronic schizoaffective schizophrenia
E107z,Schizoaffective schizophrenia NOS
E10y0,Atypical schizophrenia
E10y1,Cenesthopathic schizophrenia
E10yz,Other schizophrenia NOS
E10z.,Schizophrenia NOS
E11..,Affective psychoses (& [bipolar] or [depressive] or [manic])
E111.,Recurrent manic episodes
E1110,"Recurrent manic episodes, unspecified"
E1111,"Recurrent manic episodes, mild"
E1112,"Recurrent manic episodes, moderate"
E1113,"Recurrent manic episodes, severe without mention psychosis"
E1114,"Recurrent manic episodes, severe, with psychosis"
E111z,Recurrent manic episode NOS
E1134,"Recurrent major depressive episodes, severe, with psychosis"
E114.,"Bipolar affective disorder, current episode manic"
E1140,"Bipolar affective disorder, currently manic, unspecified"
E1141,"Bipolar affective disorder, currently manic, mild"
E1142,"Bipolar affective disorder, currently manic, moderate"
E1143,"Bipolar affect disord, currently manic, severe, no psychosis"
E1144,"Bipolar affect disord, currently manic,severe with psychosis"
E114z,"Bipolar affective disorder, currently manic, NOS"
E115.,"Bipolar affective disorder, current episode depression"
E1150,"Bipolar affective disorder, currently depressed, unspecified"
E1151,"Bipolar affective disorder, currently depressed, mild"
E1152,"Bipolar affective disorder, currently depressed, moderate"
